0.00,0.00
10.00,0.00
20.00,0.00
30.00,0.00
40.00,0.00
50.00,0.00
60.00,0.00
5.00,8.66
15.00,8.66
25.00,8.66
35.00,8.66
45.00,8.66
55.00,8.66
0.00,17.32
10.00,17.32
20.00,17.32
30.00,17.32
40.00,17.32
50.00,17.32
60.00,17.32
5.00,25.98
15.00,25.98
25.00,25.98
35.00,25.98
45.00,25.98
55.00,25.98
0.00,34.64
10.00,34.64
20.00,34.64
30.00,34.64
40.00,34.64
50.00,34.64
60.00,34.64
5.00,43.30
15.00,43.30
25.00,43.30
35.00,43.30
45.00,43.30
55.00,43.30
0.00,51.96
10.00,51.96
20.00,51.96
30.00,51.96
40.00,51.96
50.00,51.96
60.00,51.96
